ProteinIndex,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,Score
A8JDJ8,0.397826087,0.347826087,0.277173913,0.22826087,-0.76,-0.312,0.0673021,1
A0A804R7L4,0.439484127,0.220238095,0.116071429,0.258928571,1.41,0.102,1.03106,1
Q6H7T1,0.435555556,0.293333333,0.093333333,0.146666667,-0.03,-0.329,0.613625,1
C0P9I5,0.454578573,0.244411326,0.062593145,0.02533532,0.46,-0.069,0.616909,1
A0A3P5YKX6,0.383034648,0.258064516,0,0.05734767,1.99,0.134,0.661211,1
Q9FIP4,0.451004394,0.200564972,0.011299435,0,0.89,-0.212,0.932706,1
Q7XTW4,0.500799444,0.144942649,0,0.078206465,2.66,-0.052,1.06254,1
A0A3Q7ENY7,0.501219512,0.196864111,0.043554007,0.094076655,0.3,-0.175,0.909183,1
Q8GWY0,0.297903564,0.471698113,0.710691824,0.433962264,0.3,-0.546,0.888682,1
A0A2K3E2Y4,0.456175241,0.195849546,0,0.373540856,2.52,0.193,0.890691,1
A0A0P0Y1M6,0.453375527,0.189873418,0,0.082278481,2.17,-0.29,2.30221,1
A0A7I4C488,0.453966423,0.266435986,0.070357555,0.073817762,2.02,-0.166,1.14038,1
A0A3B6AWC6,0.469288163,0.199637024,0.029038113,0.030852995,1.58,-0.11,1.26977,1
B4FK62,0.439061422,0.307453416,0.214285714,0.236024845,2.96,-0.217,1.37053,1
A0A3B6NRT5,0.503937198,0.192391304,0,0.011956522,1.81,-0.241,0.744505,1
A0A2K3DZW0,0.421961466,0.16166884,0.105606258,0.646675359,2.85,0.678,0.166981,1
A0A7I4CS16,0.439581958,0.300990099,0.099009901,0.198019802,0.43,-0.414,0.718826,1
A9RXI1,0.471339564,0.294392523,0,0,0.1,-0.379,0.831214,1
A0A397XX53,0.47886064,0.224576271,0,0,1.8,-0.238,0.970539,1
A0A3Q7FC59,0.435769231,0.153846154,0,0.115384615,0.49,-0.004,0.971486,1
A0A3B6S9D6,0.417240249,0.215339233,0.250737463,0.398230088,1.99,0.116,0.72206,1
C4J6U1,0.423945578,0.218367347,0.128571429,0.181632653,3.08,0.354,1.29988,1
Q10QG1,0.446034622,0.163043478,0.260869565,0.288043478,1.91,0.054,0.0129867,1
A0A140DDD6,0.445610077,0.191201354,0,0.093062606,5.62,0.267,1.61999,1
A0A398AFC8,0.429672897,0.327102804,0,0.086448598,1.09,-0.259,1.39212,1
A0A3Q7GIW4,0.43001829,0.211934156,0.032921811,0.03909465,1.75,0.111,1.52657,1
A0A8D9HWL2,0.428528529,0.111486486,0.412162162,0.344594595,1.66,0.087,-0.235247,1
A0A077S2E2,0.414861996,0.356687898,1,0.165605096,-1.32,-0.467,-0.367156,1
A0A2K1JM87,0.410519236,0.205811138,0,0,3.42,0.084,1.80312,1
Q8GYW0,0.443969611,0.273504274,0,0.11965812,3.28,-0.17,1.08804,1
A0A7I4CN46,0.452026705,0.300429185,0,0,-1.15,-0.57,-0.232862,1
A0A804NVI6,0.452344086,0.207741935,0.047741935,0.072258065,1.13,-0.111,0.604559,1
A0A3P5ZXY6,0.47194605,0.190751445,0,0,0.9,-0.158,0.721292,1
A0A8D9GDS0,0.459767677,0.21,0,0.004545455,1.1,-0.09,1.10377,1
A0A804R0B8,0.442967885,0.279069767,0,0.046511628,0.16,-0.359,0.608218,1
A0A397YUG4,0.548523207,0.107594937,0,0,-0.25,-0.381,0.722436,1
A0A804NPU9,0.404427736,0.304511278,0,0.19924812,3.86,-0.303,2.24258,1
A0A3P5YYL0,0.443777198,0.276762402,0.125326371,0,-0.2,-0.202,0.332329,1
A0A7I4EZL2,0.455634779,0.188948307,0,0.276292335,2.43,0.322,0.11773,1
Q5VN31,0.439165744,0.249169435,0.063122924,0.03986711,1.96,-0.206,1.17111,1
A0A3B6ATE9,0.433890215,0.295942721,0.133651551,0.035799523,1.42,-0.416,0.930729,1
B3H4M3,0.434825871,0.228358209,0.253731343,0.085074627,2.11,-0.033,1.19157,1
A0A1D6KGE4,0.440697241,0.30704698,0.144295302,0.186241611,0.39,-0.397,0.507723,1
A0A2K1IW19,0.462244472,0.23028786,0,0,2.35,-0.129,1.04478,1
A0A3B6HV11,0.452023618,0.266666667,0.080193237,0.068599034,0.62,-0.115,0.829531,1
A0A3B6MRG0,0.440817027,0.264675592,0.19361483,0.017507724,1.94,-0.242,1.58645,1
A0A3P5Z058,0.364038846,0.40445587,0.659811482,0.149957155,3.73,-0.2,1.13858,1
F4IP22,0.469475655,0.162921348,0,0.146067416,0.3,-0.186,0.766476,1
A0A804R451,0.431663884,0.247078464,0.135781859,0.078464107,2.15,-0.02,1.409,1
A0A2K1KWY9,0.419661297,0.319702602,0.342007435,0.092936803,0.17,-0.348,0.37351,1
Q6UP32,0.441784038,0.302816901,0,0,1.32,-0.316,-0.160251,1
A0A3B6SLY6,0.407850586,0.225071225,0.116809117,0.074074074,6.25,-0.016,1.81936,1
A0A2K3E839,0.46443196,0.219101124,0.078651685,0.056179775,3.38,-0.227,1.32664,1
A0A804UER0,0.401407915,0.356164384,0.150684932,0.181506849,0.92,-0.379,1.22016,1
A0A3B5Z5E2,0.428433208,0.224719101,0.292134831,0.441011236,5.38,0.055,1.56512,1
A0A0P0WSW9,0.45,0.228318584,0,0.010619469,0.92,-0.167,0.601733,1
Q944S2,0.456944444,0.214285714,0.06122449,0.06122449,1.43,-0.245,1.05872,1
A0A3B6PQS8,0.457240437,0.274590164,0,0.024590164,-0.09,-0.386,0.52971,1
A0A2K3D1V7,0.490247644,0.171597633,0.110453649,0.201183432,2.53,0.033,1.26353,1
A0A8D9HDU9,0.454219031,0.272890485,0,0,1.1,-0.252,0.869194,1
A0A3B6CG78,0.441180163,0.231638418,0,0.056497175,4.06,-0.288,0.925812,1
A0A2K1IJ89,0.437242128,0.245928339,0.06514658,0.07980456,0.2,-0.218,0.856142,1
A0A1D6MY43,0.434990253,0.240350877,0,0.043859649,2.59,-0.15,1.46608,1
Q1H5E9,0.451889169,0.267002519,0,0,0.57,-0.306,0.647783,1
A0A8D9GXB2,0.423864258,0.344827586,0,0.024630542,-0.9,-0.387,0.89716,1
A0A3B6AVI4,0.449709351,0.213751868,0.059790732,0.156950673,2.68,-0.06,0.704941,1
Q7XCR7,0.460352673,0.269624573,0,0.131399317,-0.19,-0.302,0.52628,1
A0A3B6NRR9,0.400670017,0.301507538,0.753768844,0.175879397,-0.45,-0.272,0.573555,1
Q9M0V1,0.448014681,0.294294294,0.018018018,0,-0.29,-0.43,-0.255568,1
A0A2K3DNI1,0.474579542,0.193548387,0,0.081885856,1.19,-0.007,1.0138,1
A0A2K3DIC0,0.432471355,0.208136235,0.594607379,0.646168401,8.49,0.191,2.58175,1
A0A3B6NSF1,0.468154122,0.180645161,0,0.062903226,0.68,-0.248,0.400121,1
A0A3B6JN75,0.477466833,0.203358209,0,0.054104478,1.36,-0.241,1.01275,1
Q8GV43,0.43692224,0.270799347,0,0.133768352,3.42,-0.118,0.836163,1
A0A8D9MC97,0.47035876,0.220219436,0.054075235,0.101880878,3.84,-0.108,0.847468,1
A0A3B6TML0,0.44634378,0.246438746,0,0.055555556,0.16,-0.156,1.14296,1
A0A7I4C8R3,0.466344383,0.211325967,0,0.117403315,2.78,0.021,0.9289,1
A0A3B6SK90,0.461657341,0.244604317,0.170263789,0.189448441,4.06,-0.212,1.07192,1
A0A804N8L9,0.467235772,0.231707317,0,0,1.29,-0.242,0.675668,1
A0A0P0WBB4,0.462920923,0.198637911,0,0.116912599,2.61,-0.105,0.780476,1
Q7XUK4,0.459122525,0.192616372,0,0.08988764,2.61,-0.053,1.10622,1
A0A3Q7IFF0,0.383333333,0.077464789,0.964788732,0.521126761,4.24,0.481,0.935842,1
A0A2K3D925,0.441455235,0.235564304,0.274278215,0.488188976,4.74,0.093,1.6237,1
Q653D5,0.471079812,0.157746479,0,0.14084507,2.28,0.075,-0.284155,1
A0A2K1JUG9,0.451924704,0.264593909,0.043147208,0.031725888,1.87,0.01,1.0101,1
A0A1P8BGX4,0.468257168,0.131048387,0.096774194,0.139112903,2.93,0.475,0.380633,1
A0A8D9H9I5,0.447156247,0.194922195,0.097461097,0.0999181,5.33,0.338,1.52598,1
A0A8D9GM81,0.443828383,0.217821782,0.178217822,0.221782178,10.53,0.161,1.46853,1
A9S4W3,0.456012177,0.232876712,0.146118721,0.150684932,4.01,-0.161,2.00537,1
A0A3Q7EVY4,0.457181572,0.276422764,0.096205962,0.06504065,0.44,-0.183,0.53283,1
Q8RXU6,0.465671438,0.228220859,0,0.079754601,0.34,-0.223,0.816169,1
A0A8D9HZ33,0.423129039,0.314258912,0.243902439,0.077861163,2.65,-0.237,1.53522,1
Q53M52,0.477777778,0.232815965,0.077605322,0.077605322,0.15,-0.301,0.71631,1
Q1PEF3,0.406961178,0.310240964,0,0.039156627,-0.57,-0.321,0.710037,1
A0A0P0Y3J4,0.417378917,0.33974359,0,0.141025641,0.31,-0.594,-0.313102,1
A0A7I4BSZ7,0.444068528,0.230171936,0.124237382,0.150305047,6.29,0.229,0.911633,1
Q0J7M1,0.450708278,0.239043825,0.097609562,0.051792829,1.39,-0.229,0.937607,1
A0A2X0S5F5,0.486919523,0.194748359,0,0.124726477,4.21,-0.114,0.902992,1
C0P7X4,0.445106772,0.23946557,0.096608428,0.032887975,3.39,-0.105,0.865633,1
A0A2K1JGA5,0.467418241,0.190127971,0,0.073126143,1.11,-0.192,0.613821,1
Q0JFV9,0.465314327,0.228618421,0,0,-0.18,-0.256,0.600345,1
Q84WB7,0.474175744,0.218300654,0,0.032679739,1.8,-0.195,1.28126,1
A8IRT2,0.455967078,0.291666667,0,0.032407407,-0.15,-0.435,0.613233,1
A0A2K3DSG3,0.460411924,0.135609756,0.071219512,0.626341463,7.12,0.452,1.55698,1
A0A3P6A6Y8,0.439041096,0.244618395,0.063600783,0.086105675,2.36,-0.062,0.93545,1
A0A2K1JUV3,0.472162805,0.211229947,0,0,0.06,-0.167,0.785082,1
A0A3Q7E980,0.424061033,0.179577465,0,0.095070423,0.79,-0.007,1.07309,1
C0HHM5,0.422000805,0.217391304,0.105072464,0.02173913,2.87,0.134,1.15506,1
Q53U39,0.381055156,0.320143885,0.035971223,0.169064748,0.06,-0.306,0.895298,1
A0A3Q7F4F3,0.440811966,0.183760684,0.026709402,0.047008547,3.87,0.172,1.77024,1
A0A3P5ZEH9,0.469188644,0.230869001,0,0.064850843,0.48,-0.253,1.0875,1
A0A3B6EDW9,0.444335298,0.200392927,0,0.271119843,2.83,0.064,0.0534496,1
A0A2K3CZS2,0.455839416,0.212895377,0,0.251824818,2.67,0.212,0.481047,1
A0A3Q7JBL0,0.430191972,0.214659686,0.214659686,0.251308901,4.58,-0.109,2.48588,1
A0A0P0VV16,0.395297749,0.307189542,1,0.153594771,7.01,-0.12,1.79491,1
Q96262,0.421580247,0.364444444,1,0.426666667,-0.66,-0.549,-0.0891916,1
B6TDT9,0.36015466,0.395604396,0.186813187,0.252747253,-0.49,-0.442,0.446122,1
A0A8D9HM49,0.428962418,0.294117647,0,0.022058824,-0.52,-0.444,0.867217,1
A0A7I4CBH3,0.440643275,0.230263158,0,0,2.3,-0.216,0.718042,1
A0A2K1JZG1,0.438819444,0.296875,0,0.084375,-0.43,-0.273,0.690958,1
A0A7I4A960,0.458526384,0.208494208,0.058880309,0.094594595,1.9,0.065,1.21116,1
A0A8D9H345,0.403600465,0.395470383,0.277003484,0.146341463,3.74,-0.265,0.685763,1
A0A804NFY1,0.343093577,0.367954911,0.588566828,0.152173913,3.26,0.042,1.95091,1
A0A3B6RJ93,0.449037037,0.217777778,0,0.033333333,2.31,-0.006,1.40011,1
A0A1D6F0W7,0.473463687,0.212290503,0,0.159217877,-0.21,0.11,0.213161,1
A0A0P0WET6,0.418899273,0.345794393,0.327102804,0.11682243,0.24,-0.488,-0.621156,1
A0A2K3CRG8,0.408118766,0.152400835,0.233820459,0.32776618,7.74,0.4,2.42273,1
Q5Z8Q9,0.434326599,0.3,0.113636364,0.071212121,1.52,-0.139,1.27627,1
A0A3Q7GN27,0.462407407,0.204545455,0,0,1.61,-0.246,1.07447,1
A0A2K3D1V9,0.44719897,0.193818416,0.199613651,0.627817128,7.8,0.178,2.03857,1
A0A3B6D8Z2,0.467955556,0.208,0,0,0.91,-0.352,0.937754,1
A0A2K3CZI0,0.451112899,0.184231698,0.115044248,0.506033789,6.96,0.494,1.85894,1
A0A3B6QL54,0.438161722,0.267015707,0.371727749,0.104712042,1.69,-0.419,0.66964,1
A0A3B6HYI3,0.47997524,0.155988858,0.17455896,0.198700093,4.55,0.233,0.704287,1
P10898,0.516293083,0.143167028,0,0.021691974,1.13,-0.13,1.16776,1
A0A3P6CTX9,0.511223345,0.186480186,0,0.054390054,1.47,-0.247,0.794443,1
A0A3Q7EMN4,0.464134468,0.233791749,0,0.062868369,0.29,-0.294,0.716555,1
A0A2K3E1A7,0.469693148,0.170239596,0.015132409,0.397225725,1.57,0.316,0.378101,1
A0A3Q7IVQ5,0.38925814,0.33836858,0.172205438,0,0.48,-0.341,0.931693,1
A0A8D9GP43,0.455006536,0.261176471,0,0.032941176,0.61,-0.077,1.16603,1
A0A3B6U6Y8,0.459535655,0.323383085,0,0.059701493,-2.33,-0.589,0.369133,1
Q9SCK0,0.435802469,0.213930348,0.081260365,0.152570481,2.79,0.007,0.60157,1
B4F9Q4,0.449617778,0.2944,0.136,0.1088,3.92,-0.112,1.2887,1
Q9LDQ1,0.466091954,0.233716475,0,0,2.37,-0.159,0.706885,1
A0A2K3DZM4,0.463860475,0.156113005,0.424013639,0.711397954,7.35,0.288,2.28337,1
A0A804PCE4,0.377617906,0.323741007,0.169064748,0.115107914,1.44,-0.279,0.920699,1
A0A804QIU9,0.458796296,0.236111111,0,0.116666667,2.67,-0.176,0.828633,1
A0A2K3D133,0.468871662,0.112144703,0.534366925,0.719379845,9.82,0.702,2.62772,1
A0A2K3D5Y0,0.46885854,0.171471927,0.109762266,0.390490642,7.39,0.352,2.09169,1
A0A2K1L1V8,0.406893939,0.306818182,0.327272727,0.145454545,1.4,-0.199,1.04753,1
A0A2K3E700,0.469318182,0.268939394,0.123106061,0.244318182,0.06,-0.308,0.515727,1
A0A3B6KGY3,0.484851445,0.197069597,0.031501832,0.084249084,2.29,-0.022,0.506089,1
A0A3P6A128,0.441969809,0.171492205,0,0.14922049,2.98,0.019,1.07234,1
A0A2K3CPA2,0.487200957,0.233253589,0.003588517,0.133971292,3.44,-0.054,0.892129,1
A0A3B6C9R2,0.492518306,0.181948424,0.065902579,0.104584527,3.32,-0.129,0.548741,1
A0A7I4DZZ5,0.443076923,0.312820513,0.174358974,0.174358974,1.18,-0.515,0.474594,1
A0A8D9H706,0.407998755,0.221288515,0.179271709,0.140056022,1.72,0.013,1.06574,1
Q5D869,0.432444894,0.248481781,0.247469636,0.069331984,3.15,0.655,1.40477,1
Q69S61,0.448509485,0.292682927,0.09380863,0.236397749,-0.35,-0.295,0.340676,1
A0A3Q7I0E9,0.477938476,0.291322314,0,0.101239669,0.28,-0.442,0.667418,1
Q9ZST4,0.484863946,0.25,0,0,-0.91,-0.388,0.517687,1
A0A2K1IU03,0.427592117,0.280205656,0.480719794,0.118251928,0.25,-0.138,0.662403,1
A0A8D9CU07,0.369579946,0.469512195,0.615853659,0.37804878,-0.09,-0.556,0.597355,1
A0A8D9H5V9,0.489370449,0.184460888,0,0.059725159,1.8,-0.077,1.19876,1
A0A2K3D295,0.456210138,0.19939577,0,0.249244713,3.5,0.392,0.675798,1
A0A3P5ZXG4,0.462051891,0.26916221,0,0.023172906,0.36,-0.363,0.75282,1
A9S713,0.476,0.210909091,0,0,-0.33,-0.282,0.488953,1
A0A8D9D9U0,0.471437423,0.195167286,0.042750929,0.076208178,1.56,-0.198,1.04526,1
Q0E1I7,0.39352179,0.310954064,0.310954064,0.123674912,4.53,-0.153,1.19893,1
A0A2K3D0S0,0.452826348,0.179017485,0.248126561,0.481265612,6.29,0.163,2.66044,1
A0A3B6NM58,0.410948905,0.369829684,0,0.197080292,0.83,-0.416,0.362892,1
A0A2K1KTU8,0.350245821,0.384070796,0.768141593,0.162831858,2.57,-0.132,1.14855,1
A9RER3,0.396551724,0.406896552,0.544827586,0.289655172,-0.13,-0.603,1.62147,1
Q10G25,0.43881415,0.320627803,0.161434978,0.331838565,0.33,-0.328,0.254768,1
A0A2K1KTW6,0.420672946,0.273341523,0.273341523,0.121621622,2.62,-0.122,1.03515,1
A0A0N7KT92,0.405540335,0.304109589,0.101369863,0,-0.05,-0.069,1.20224,1
A0A2K1L1V3,0.413559942,0.220394737,0.243421053,0,2.27,0.032,-0.00998097,1
Q9C8K8,0.466524943,0.209183673,0,0,0.42,-0.18,0.56274,1
A0A397YVR7,0.453935526,0.209131075,0,0.022091311,2.19,-0.169,0.989488,1
Q9FGD2,0.43669328,0.311377246,0,0.035928144,0.82,-0.498,0.27259,1
A0A7I4FTZ2,0.438840893,0.252699784,0,0.063714903,2.42,-0.134,1.88013,1
A0A3Q7GVV5,0.468972746,0.222641509,0,0.045283019,0.87,0.023,0.686792,1
A0A804MKL3,0.448198453,0.178268251,0.100169779,0.224108659,3.23,0.32,0.902747,1
A0A3P6AXX4,0.438494478,0.271805274,0,0.073022312,2.4,0.068,1.17473,1
A0A3B6CDY1,0.491489929,0.195678271,0.016806723,0.016806723,1.65,-0.224,0.82829,1
A0A3P5Z492,0.401278475,0.184100418,0.213389121,0.083682008,3.15,0.183,0.974672,1
A0A8D9CM97,0.425015873,0.331428571,0,0.108571429,-0.65,-0.618,0.429557,1
A0A3B6NSQ7,0.447150997,0.243589744,0.056980057,0.103988604,2.31,0.192,0.143589,1
A0A3B6KPP3,0.338755556,0.428,0.364,0.296,-0.34,-0.316,1.48525,1
A0A804QYN9,0.461148904,0.197278912,0.083333333,0.136054422,2.91,-0.197,1.26383,1
A0A8D9MG23,0.472173404,0.188049209,0,0.068541301,0.85,-0.125,0.72616,1
A0A2K3DF75,0.472416021,0.093023256,0.098837209,0.331395349,4.77,0.188,0.499914,1
A0A3B6HUQ2,0.426935161,0.210796915,0.138817481,0.06940874,1.91,-0.06,0.346247,1
Q9FUA4,0.428120346,0.206434316,0.08847185,0.249329759,4.4,-0.047,0.804162,1
Q9LUM4,0.413925535,0.2823219,0,0.10817942,2.89,0.194,0.868802,1
A8IYB6,0.472908093,0.240740741,0.148148148,0.154320988,2.21,-0.088,1.23107,1
A0A1D6ING9,0.464388579,0.227374302,0,0.022905028,2.02,-0.163,0.945758,1
A0A2K3DQM4,0.469586155,0.212189616,0.025733634,0.158013544,3.2,0.053,1.32833,1
A0A3B6AYR4,0.399592912,0.331896552,0.474137931,0.193965517,2.91,-0.201,0.864734,1
A0A3B5Y266,0.468386797,0.194560669,0,0.089958159,0.37,0.003,0.707963,1
A0A804QKJ4,0.432048093,0.23880597,0.220149254,0.294776119,3.41,-0.052,0.867495,1
A0A2K3CQG3,0.474922079,0.213040182,0.042456406,0.111448067,1.4,0.178,0.519092,1
Q2QXT7,0.36181592,0.347014925,0.722014925,0.117537313,0.88,0.116,1.44675,1
A0A2K1J2X1,0.477584082,0.177496038,0,0.069730586,1.2,-0.104,0.606242,1
Q6YYW0,0.451659452,0.18961039,0,0.077922078,1.28,-0.063,0.814748,1
A0A8D9MFU9,0.385723241,0.363892807,0.311706629,0.204513399,2.71,-0.397,1.15531,1
A0A8D9I3H1,0.448305753,0.312056738,0,0.124113475,-0.64,-0.327,0.570402,1
Q94JV2,0.448412698,0.296703297,0.225274725,0.115384615,-0.38,-0.385,0.041198,1
A0A8D9CU62,0.458389112,0.230923695,0,0.026104418,0.77,-0.229,0.643258,1
A0A1D6I580,0.492248062,0.17248062,0,0.106589147,0.17,-0.238,0.825676,1
A0A3Q7H4D9,0.423550296,0.252071006,0.04852071,0.043786982,2.67,-0.025,1.28006,1
Q0JP11,0.428809049,0.143712575,0.413173653,0.335329341,3.1,0.154,1.10558,1
A8J0T3,0.439220219,0.209431345,0,0.038834951,3.04,-0.207,0.990762,1
Q9FKM7,0.432878493,0.233918129,0.228070175,0.169590643,0.17,0.059,0.207918,1
A0A3P5ZIY9,0.483305061,0.20610687,0,0.048346056,2.16,-0.067,1.01866,1
A0A3B6IPU7,0.480741582,0.198637911,0,0.01816118,1.8,-0.245,1.09789,1
A0A3Q7JEZ5,0.424329502,0.310344828,0.3091133,0.133004926,1,-0.084,0.814846,1
A0A3B6PSU5,0.564555342,0.128598848,0,0.078694818,0.87,-0.226,0.438346,1
A2ZVC7,0.499645969,0.176470588,0,0.085784314,1.72,-0.147,0.994176,1
Q9LNN3,0.463290145,0.190812721,0,0.038869258,1.03,-0.085,0.884712,1
A0A3B6NYB3,0.55810443,0.142538976,0,0.122494432,1.22,-0.306,0.479217,1
A0A8D9HKM4,0.457330703,0.25443787,0,0,0.83,-0.304,0.894399,1
A0A3Q7F273,0.497465703,0.177191329,0,0.03864279,1.09,-0.038,1.16483,1
A0A2K3D237,0.462211083,0.233082707,0,0.052631579,3.24,-0.132,0.850392,1
Q9SCZ4,0.471483551,0.196648045,0.051396648,0.060335196,2.23,-0.169,1.01012,1
Q339W7,0.39394913,0.322891566,0.255421687,0.2,1.06,-0.141,1.00651,1
A0A2K1KVM1,0.477649511,0.223665224,0,0.062049062,1.45,-0.178,1.28688,1
A0A3B6MJD4,0.502746365,0.192245557,0,0.048465267,0.91,-0.259,0.773223,1
A0A2K1IQ84,0.41302168,0.335365854,0.335365854,0.187804878,-0.04,-0.171,1.08053,1
A0A0P0VA02,0.508089133,0.167582418,0,0.074175824,0.81,-0.209,0.315552,1
Q6K3E4,0.439872541,0.163341646,0,0.102244389,4.59,0.54,1.01817,1
A0A8D9LP43,0.437926376,0.261398176,0,0,0.77,-0.032,0.608137,1
C0PIA5,0.494227053,0.22173913,0,0,-0.1,-0.33,0.616615,1
A0A3Q7IPF7,0.462979571,0.215246637,0,0,2.08,-0.208,0.47564,1
Q8H0U8,0.37302268,0.41509434,0.348198971,0.319897084,1.97,-0.133,1.77696,1
A0A397ZU33,0.410970167,0.33192389,0.078224101,0.069767442,0.11,-0.377,0.804538,1
A0A8D9CNH0,0.472868988,0.21641791,0,0,2.65,-0.225,1.00377,1
A0A7I4AGY0,0.450736278,0.245783133,0,0.062650602,1.74,-0.171,1.89988,1
A0A8D9D0N4,0.408226415,0.340377358,0.437735849,0.125283019,0.86,-0.228,1.12151,1
A0A3B6MX09,0.44342252,0.200668896,0.217391304,0.279264214,2.81,0,0.344237,1
A0A3B6GUT6,0.455238431,0.206131078,0,0.025369979,1.18,-0.234,0.891377,1
V5RG65,0.408027211,0.208163265,0.128571429,0.22244898,1.76,0.08,0.355541,1
Q75IR3,0.420617052,0.176360225,0.03564728,0.135084428,3.63,0.243,0.691709,1
K7TNH0,0.468942267,0.190897598,0.02528445,0,1.7,-0.088,0.535003,1
A0A3Q7GZ21,0.458345499,0.226277372,0.042335766,0.048175182,1.26,-0.209,0.805028,1
A0A3P6BFR5,0.405064894,0.253561254,0.544159544,0.284900285,4.48,0.007,1.31546,1
Q6AWW7,0.429637734,0.317286652,0.120350109,0.065645514,-0.07,-0.417,0.279304,1
A0A2K3D6M6,0.444023265,0.175090253,0.344765343,0.655234657,8.93,0.357,3.11792,1
A0A3B6AY46,0.448797251,0.231490159,0.179943768,0.097469541,0.97,-0.201,1.16095,1
A0A0P0VPH9,0.45480958,0.296819788,0.431095406,0.197879859,0.71,-0.281,-0.221084,1
A0A3Q7G6L3,0.427808642,0.180555556,0,0.1,1.15,0.214,0.366846,1
K4CKC8,0.435889411,0.319248826,0,0.061032864,-1.76,-0.579,0.497627,1
A0A3B5ZTZ6,0.409405458,0.311403509,0.434210526,0.201754386,0.79,-0.31,1.06161,1
Q10Q16,0.400457816,0.172661871,0,0.045781557,2.89,0.263,1.67541,1
A0A3B5YWY7,0.498444444,0.161176471,0,0.063529412,1.85,-0.143,0.642147,1
A0A8D9G7U4,0.404620976,0.173831776,0,0.110280374,2.22,0.323,0.680143,1
Q84WW7,0.475511983,0.217647059,0.080392157,0.070588235,0.76,-0.286,0.580742,1
A0A2K1JJ61,0.455685662,0.257611241,0.18618267,0.225995316,4.71,0.225,1.44932,1
A0A2K3CWH1,0.467361111,0.134943182,0.146306818,0.404829545,8.32,0.305,2.27483,1
A0A3B6GVR6,0.387472458,0.249291785,0.045325779,0.093484419,3.97,-0.018,1.09626,1
A0A804QZI1,0.441666667,0.267790262,0.058052434,0,1.4,-0.183,0.942426,1
A0A0P0VDT9,0.457149865,0.178807947,0.119205298,0.207505519,3.89,-0.029,0.149698,1
A0A3Q7HKN6,0.435062546,0.251655629,0,0.049668874,0.06,-0.297,0.880612,1
A0A2K1KGL7,0.459774723,0.206185567,0,0,1.31,-0.159,0.850702,1
A0A3Q7HG37,0.464337045,0.189054726,0.044065387,0.10732054,4.32,0.169,0.677285,1
A0A8D9HU62,0.420657277,0.281690141,0.20657277,0.117370892,1.55,-0.296,1.18254,1
Q5Z8Y4,0.462085137,0.225649351,0,0.058441558,0.84,-0.252,1.13334,1
A0A0P0WDY2,0.460616806,0.219535783,0,0.01450677,0.72,-0.14,0.936136,1
A0A2K1ICS0,0.556958763,0.157216495,0,0.139175258,-0.15,-0.334,0.55356,1
A0A1D6I057,0.479553265,0.231958763,0.144329897,0,-0.08,-0.366,0.510369,1
A0A3B6GW39,0.453313253,0.251506024,0.131024096,0.111445783,3.03,-0.15,0.731012,1
A0A0P0XEX4,0.482312009,0.183838384,0,0.078787879,3.3,-0.17,0.694225,1
B4G1E7,0.442619883,0.197894737,0.025263158,0.12,0.62,0.155,0.233973,1
A0A3P5Z4V3,0.439862984,0.210019268,0,0.092485549,1.63,0.009,0.496631,1
K4CEZ6,0.458075601,0.230927835,0,0.109278351,0.35,-0.174,0.697982,1
Q6ERW7,0.509870919,0.16856492,0,0.15261959,2.01,-0.195,0.874094,1
A0A2K3DBT1,0.430631084,0.231117825,0.383685801,0.276435045,3.57,-0.054,1.71945,1
A0A3B6SKL5,0.448840927,0.305755396,0,0,-1.28,-0.502,0.0704712,1
A0A397Y3F8,0.405037513,0.234726688,0.109324759,0.041800643,0.8,0.138,0.00836376,1
A0A3Q7GVN9,0.436460078,0.226130653,0,0.148241206,1.13,-0.211,1.30248,1
A0A8D9DJG5,0.430593607,0.308219178,0.171232877,0,0.86,-0.354,0.577181,1
A0A2K1KL16,0.38086185,0.266159696,0,0.087452471,2.43,-0.002,0.91918,1
A0A3B6C3T5,0.558267904,0.143468951,0,0.08993576,0.34,-0.292,0.271316,1
Q9S732,0.398163265,0.353061224,0.279591837,0.057142857,0.82,-0.271,1.63379,1
A0A2K3DDW7,0.461761427,0.193979933,0,0.076923077,0.51,-0.172,0.423758,1
O82808,0.442538126,0.245098039,0.004901961,0,-0.99,-0.339,0.529726,1
A0A7I4DEW2,0.483574879,0.212814645,0,0,-0.28,-0.311,0.508523,1
Q6H7S2,0.443088364,0.224409449,0.090551181,0.127952756,0.73,0.579,0.430064,1
A0A2K1KQB9,0.459970394,0.132445141,0.427899687,0.439655172,6.08,0.072,-0.068756,1
A0A3Q7GA22,0.446264368,0.206896552,0,0,-0.31,-0.14,0.655853,1
A0A2K3D001,0.389582301,0.326894502,0.368499257,0.442793462,7.34,0.079,1.88526,1
F4JDC7,0.445090439,0.360465116,0.337209302,0.360465116,1.49,-0.552,-0.157474,1
A0A3P6AAJ2,0.437236161,0.272401434,0.143369176,0.218637993,2.66,-0.143,2.065,1
Q8L4B1,0.369981437,0.353221957,0.207637232,0.238663484,1.97,-0.291,0.737808,1
A0A2K1IGN4,0.436150235,0.288732394,0,0,-1.42,-0.41,0.0802561,1
